"country","region","year","water_source_type","water_treatment_method","contaminant_ppm","ph_level","bacteria_count","access_clean_water_pct","diarrheal_cases_per_100k","infant_mortality_rate","gdp_per_capita_usd","healthcare_access_index","sanitation_coverage_pct"
"India","East",2018,"Tap","Chlorination",7.69,7.98,4870,47.95,479,99.07,3886,74.45,51.05
"Bangladesh","West",2019,"Lake","Filtration",1.57,7.48,3459,39.95,76,29.28,44337,59.62,26.81
"India","South",2007,"Pond","Chlorination",7.42,6.57,3754,31.69,25,78.76,43197,9.24,79.47
"China","Central",2024,"Pond","Chlorination",5.99,7.2,1231,56.52,229,32.67,27499,59.16,90.8
"Bangladesh","West",2018,"River","Boiling",0.58,7.02,3120,45.02,192,32.68,16649,15.95,32.93
"Nigeria","South",2004,"Lake","Boiling",7.77,8.18,571,64.43,449,12.18,60547,98.17,88.33
"Indonesia","North",2010,"Pond","None",3.83,6.08,3589,66.7,102,56.87,97622,25.97,83.1
"Pakistan","North",2014,"River","Chlorination",3.3,8.24,147,54.45,204,25.99,79330,69.6,65.11
"China","West",2007,"Spring","Filtration",4.48,7.63,3443,82.49,410,16.54,11227,65.6,67.69
"Ethiopia","West",2018,"River","None",3.46,7.84,596,93.34,259,24.21,72126,69.14,72.13
"China","East",2022,"Well","None",3.38,6.01,1070,44.81,232,26.61,71531,43,61.98
"China","South",2007,"Spring","None",8.08,7.57,3745,88.54,50,51.4,52052,7.43,87.55
"Bangladesh","West",2018,"Lake","Chlorination",1.25,7.47,4250,39.18,467,39.82,95061,98,57.93
"USA","East",2017,"Spring","None",9.71,7.34,4325,46.01,130,9.4,12647,19.15,63.76
"Mexico","East",2009,"Spring","Filtration",5.55,7.96,3371,69.3,342,54.53,69588,76.97,22.94
"USA","West",2006,"Lake","Boiling",1.83,7.39,157,51.46,65,79.2,17862,13.76,34.41
"Nigeria","North",2008,"Lake","Boiling",1.31,8.14,922,32.92,399,58.28,39815,28.12,92.3
"Ethiopia","South",2000,"Pond","Chlorination",5.92,6.58,3318,50.64,201,97.5,87933,55.99,29.73
"Indonesia","South",2018,"Well","Filtration",6.33,8.01,2346,93.34,283,11.72,25478,41.35,92.32
"Brazil","North",2004,"Lake","Filtration",0.53,6.45,4050,42.2,299,82.47,11496,95.83,70.87
"Nigeria","West",2018,"Tap","Filtration",2.43,8.03,1246,83.46,145,51.56,18398,84.77,93.61
"Brazil","South",2000,"Tap","Chlorination",7.95,8.35,765,80.56,257,53.12,75775,92.18,85.14
"Brazil","West",2014,"Well","Filtration",0.5,6.84,3651,37.44,461,52.87,17277,64.07,89.22
"Indonesia","West",2015,"River","Boiling",8.55,7.32,2612,53.06,427,33.88,13797,21.89,61.95
"India","East",2022,"River","Filtration",6.58,7.65,4562,43.25,403,33.81,67779,51.85,86.02
"USA","North",2006,"Tap","Filtration",4.34,6.2,3828,31.62,311,63.92,14036,76.55,56.84
"China","West",2011,"Lake","Chlorination",3.46,7.24,4581,42.11,375,6.39,71472,6.47,23.53
"Pakistan","Central",2007,"Well","None",0.19,6.9,443,44.11,103,59.7,31089,86.31,72.11
"Brazil","North",2004,"River","None",8.25,8.18,904,41.62,150,73.01,921,63.14,78.28
"Ethiopia","South",2009,"River","Chlorination",1.43,8.19,2910,36.38,117,36.92,55849,72.36,28.12
"Nigeria","East",2020,"Spring","Chlorination",3.1,7.75,3209,66.84,315,23.3,54944,69.43,85.27
"India","South",2004,"Tap","Chlorination",5.69,7.64,1801,52.58,198,22.91,47850,84.78,26.01
"Brazil","South",2016,"Lake","Chlorination",2.46,7.83,925,93.58,428,10.02,7308,8.75,55.33
"India","North",2004,"Well","Filtration",4.97,6.91,3721,43.1,302,10.79,37981,37.7,59.03
"India","South",2021,"River","Filtration",8.09,7.01,4387,72.2,333,18.34,37044,50.26,22.94
"Brazil","West",2014,"Spring","None",4.71,7.38,751,93.04,420,3.88,86810,54.66,25.26
"Bangladesh","South",2012,"Tap","Chlorination",9.49,8.35,1234,33.3,391,28.09,89148,94.26,56.05
"Mexico","East",2000,"Tap","Chlorination",8.48,7.81,2922,66.14,497,32.03,89630,4.25,44.9
"Ethiopia","East",2010,"Well","Filtration",3.33,7.38,662,61.55,388,99.53,90805,86.64,85.27
"China","Central",2022,"River","Chlorination",4,7.93,3195,95.01,278,99.19,78634,55.19,53.11
"China","East",2000,"Well","Boiling",4.23,6.93,1584,76.46,104,20.33,95327,55.46,28.44
"Ethiopia","South",2010,"Well","Filtration",6.26,7.83,919,54.44,9,22.88,29094,32.03,32.63
"Bangladesh","East",2017,"Pond","Boiling",2.87,7.03,4219,79.81,112,50.21,15480,64.36,73.88
"China","North",2017,"Spring","Filtration",9.69,6.7,67,70.79,26,16.58,49901,64.64,96.01
"India","East",2020,"Tap","Filtration",6.09,7.52,4570,54.3,98,51.4,93441,18.93,89.57
"Indonesia","West",2015,"Pond","Filtration",3.99,7.72,4453,84.97,256,41.14,38319,67.7,30.36
"Nigeria","North",2012,"Lake","None",6.45,7.15,1766,76.77,326,33.81,65626,26.67,21.31
"USA","Central",2006,"Tap","None",3.95,7.41,1953,30.38,494,82.62,39379,68.88,22.12
"China","West",2000,"Tap","Filtration",8.18,7.74,2568,90.56,370,83.16,4891,61.19,64.39
"Ethiopia","South",2015,"Spring","Filtration",5.68,7.92,3708,57.8,135,98.81,90849,71.6,58.87
"Indonesia","South",2000,"Lake","Filtration",0.42,8.24,4928,75.18,394,23.86,86140,1.97,21.07
"Brazil","South",2016,"River","Filtration",1.77,6.89,2671,57.77,225,89.05,20893,12.54,24.57
"Mexico","West",2005,"Lake","Chlorination",8.65,8.38,3399,91.7,126,54.71,70941,84.02,99.98
"Ethiopia","West",2001,"River","Chlorination",5.63,7.59,1353,75.56,115,59.96,52236,38.07,97.2
"India","West",2016,"Lake","Chlorination",9.5,7.97,442,70.56,411,89.84,51417,83.67,30.14
"Mexico","North",2005,"Well","None",0.72,7.75,600,98.62,289,94.38,66026,6.27,33.13
"Nigeria","North",2013,"Lake","Boiling",2.95,6.51,3166,49.64,170,73.23,64243,76.94,92.01
"Nigeria","South",2017,"Pond","Filtration",1.94,6.18,3942,34.57,211,36.09,58986,8.38,60.6
"Bangladesh","East",2005,"Pond","Chlorination",5.54,7.82,2809,66.12,411,49.99,67150,46.83,96.64
"Pakistan","South",2009,"Spring","Chlorination",3.83,7.28,3388,59.68,432,62.28,92831,93.76,61.63
"Bangladesh","Central",2023,"River","Chlorination",1.57,7.76,4582,61.8,188,83.21,13510,7.77,66.18
"Indonesia","North",2017,"Tap","Filtration",6.43,7.19,2786,73.41,489,66.48,50791,35.07,37.61
"Mexico","West",2008,"Spring","Filtration",5.36,6.78,2695,73.06,420,37.81,8467,51.83,90.09
"Pakistan","North",2007,"Pond","Boiling",2.75,6.71,3648,57.46,386,42.95,88073,89.95,86
"Brazil","West",2009,"Pond","None",4.8,7.83,2052,90.4,264,6.94,43436,33.26,46.99
"India","Central",2016,"River","Boiling",7.46,6.69,631,75.6,499,92.58,48192,80.7,68.99
"Mexico","Central",2022,"Pond","Filtration",2.05,7.79,3442,92.29,213,10.64,34413,71.82,47.32
"Bangladesh","North",2005,"Pond","Boiling",2.93,6.96,1754,93.92,88,58.83,67663,30.71,57.12
"USA","West",2013,"River","Chlorination",3.46,7.93,3033,41.71,129,87.42,10550,34.08,88.28
"Pakistan","Central",2021,"Pond","Boiling",7.47,6.36,1578,77.64,22,43.24,75710,19.1,53.23
"Pakistan","South",2021,"Tap","Chlorination",8.47,6.51,25,52.23,178,80.41,88181,69.3,87.25
"India","South",2005,"Well","Boiling",3.76,7.71,2209,88.55,400,80.77,59365,56.31,96.81
"China","West",2006,"Spring","Chlorination",2.97,7.4,2902,81.3,408,7.86,14764,15.5,53.31
"Nigeria","North",2011,"Tap","Boiling",8.89,6.51,1129,43.91,459,42.39,54507,62.01,90.2
"Nigeria","Central",2002,"Tap","None",9.99,8.26,4996,95.71,410,69.72,93804,49.86,44.32
"USA","North",2013,"Well","Boiling",6.7,6.69,4104,77.84,19,43.39,87740,9.26,20.23
"Indonesia","South",2021,"Spring","Filtration",9.9,7.05,4145,96.4,328,55.43,32461,95.37,26.76
"Indonesia","Central",2018,"Tap","Filtration",6.6,6.51,441,44.13,470,60.26,50226,83.48,78.97
"Brazil","North",2022,"Pond","Chlorination",7.33,6.97,3895,90.88,419,16.82,16259,7.1,28.01
"Mexico","East",2015,"Well","Filtration",3.89,7.23,4797,76.77,411,42.37,6004,93.13,95.13
"Ethiopia","West",2006,"Spring","Chlorination",4.33,6.74,4849,68.66,241,4.79,96819,91.67,89.33
"China","West",2007,"Lake","None",1.44,7.92,1828,87.44,239,16.66,64199,4.22,61.19
"Bangladesh","East",2017,"River","Filtration",8.23,6.98,1535,74.3,28,52.2,47672,20.15,66.52
"Ethiopia","South",2024,"Pond","Filtration",9.31,7.82,4325,76.87,244,58.21,95855,70.24,75.55
"Ethiopia","Central",2012,"Well","Chlorination",6.23,6.52,559,47.76,119,16.33,62316,93.46,78.52
"Pakistan","West",2020,"River","None",3.44,6.94,1173,87.19,425,76.05,65307,82.31,59.3
"USA","East",2008,"Lake","None",1.54,6.02,1878,75.52,313,38.55,22361,28.19,45.07
"Nigeria","East",2009,"Tap","Boiling",2.65,7.9,2255,89.11,373,92.22,65652,3.34,92.82
"Brazil","South",2020,"Tap","Chlorination",2.55,7.56,1084,54.61,31,39.99,22789,47.29,23.73
"Indonesia","South",2022,"Spring","Chlorination",6.14,8.04,3914,53.22,139,16.68,51767,9.2,48.49
"USA","North",2008,"Well","None",9.45,7.14,238,31.67,157,76.28,89857,24.53,73.32
"Pakistan","West",2014,"Well","Chlorination",0.48,8,2914,83.8,59,57.64,12771,64.01,91.29
"Bangladesh","North",2019,"Spring","Filtration",0.01,7.62,2095,53.12,138,39.9,58004,49.5,25.94
"Brazil","East",2001,"River","Filtration",6,6.01,1471,52.9,356,36.88,73229,37.67,72.72
"Pakistan","Central",2024,"Tap","Filtration",2.84,6.63,2045,78.21,211,16.78,42218,93,58.97
"Nigeria","Central",2012,"Tap","Chlorination",8.81,7.23,4612,47.7,138,35.4,33207,19.3,74.92
"Nigeria","South",2001,"Well","Boiling",3.27,7.55,3683,93.63,367,4.88,49073,48.75,45.38
"Nigeria","Central",2018,"Well","Boiling",2.9,6.16,204,67.66,110,51.24,9521,57.35,76.86
"USA","Central",2001,"Spring","None",2.7,7.76,3600,97.86,485,89.88,9540,32.19,34.42
"USA","Central",2002,"Lake","Chlorination",1.45,7.36,2137,35.37,492,79.94,73935,70.53,82.03
"Indonesia","East",2005,"River","None",5.82,7.31,1213,53.58,335,4.8,27052,86.73,79.95
"Indonesia","Central",2002,"Pond","Chlorination",1.68,6.73,3834,56.7,250,88.36,4844,54.15,95.74
"Bangladesh","Central",2009,"Lake","Boiling",4.25,7.49,3091,81.13,98,46.33,79438,78.13,33.86
"Brazil","Central",2023,"Lake","Filtration",4.61,6.07,1382,44.91,177,20.71,7703,6.1,77.76
"India","North",2005,"Well","Chlorination",0.2,6.16,3680,56.27,0,75.74,79354,15.38,45.81
"India","East",2022,"Well","Boiling",0.17,7.83,1679,93.74,88,33.64,5940,46.2,42.55
"Pakistan","South",2015,"Well","Boiling",5.2,6.8,6,38.02,112,26.83,43709,92.1,52.13
"Nigeria","North",2016,"Lake","Boiling",6.96,6.87,1885,82.17,282,17.81,3392,53.16,42.82
"Brazil","West",2018,"River","Filtration",9.42,6.52,3498,79.17,115,49.69,86044,43.23,39.86
"Ethiopia","East",2002,"Well","Boiling",1.79,7.11,295,39.14,31,11.15,7187,60.01,81.47
"USA","East",2017,"Tap","None",1.03,6.13,263,78.19,261,78.99,24307,12.45,75.96
"Mexico","West",2006,"River","Boiling",0.52,6.75,2137,69.88,40,48.13,81425,65.37,28.75
"China","West",2008,"Tap","Boiling",4.36,7.32,4948,50.13,419,45.8,30652,9.4,64.81
"Bangladesh","West",2019,"River","Chlorination",6.23,7.16,3865,51.78,166,2.18,26375,57.68,46.48
"Nigeria","South",2011,"Well","Chlorination",8.41,8.5,4496,88.31,342,82.15,96588,71.44,97.68
"Nigeria","Central",2004,"Pond","Chlorination",6.83,6.97,4452,46.17,220,50.3,35439,41.15,54
"Nigeria","East",2002,"Spring","Boiling",2.08,6.97,2546,65.89,413,45.11,29439,91.09,23.25
"USA","Central",2010,"Well","Boiling",4.62,7.26,4929,77.68,213,76.62,8969,15.2,46.54
"USA","Central",2024,"Lake","None",9.1,6.48,4530,39.09,312,8.16,83443,17.1,45.02
"China","West",2003,"Pond","Filtration",3.27,8.19,118,95.26,394,37.93,62015,51.69,20.45
"Ethiopia","South",2004,"Lake","Boiling",4.99,7.43,2395,48.24,345,58.42,70657,93.17,59.02
"Brazil","North",2000,"River","Filtration",9.59,6.48,3367,52.32,470,47.14,78941,39.07,92.46
"Nigeria","South",2017,"Lake","Boiling",7.35,7.98,1702,76.63,130,19.8,91811,92.64,84.19
"India","Central",2011,"Pond","Filtration",7.48,6.09,529,35.47,47,31.33,84137,69.35,74.77
"Indonesia","South",2012,"Pond","Chlorination",2.52,8.46,3674,73.93,133,31.42,56855,78.26,47.48
"India","West",2008,"Well","Boiling",4.15,8.16,302,94.12,6,99.21,51632,93.79,38.56
"Pakistan","North",2001,"Tap","None",0.82,7.45,4067,47.44,43,33.97,99073,57.23,47.41
"India","West",2004,"Well","Filtration",6.07,6.28,4251,55.33,486,22.11,53749,64.17,29.84
"Pakistan","North",2012,"River","Chlorination",1.04,6.54,3968,46.26,316,82.62,63219,57.9,27.96
"Mexico","Central",2015,"Lake","None",8.36,6.7,13,87.31,437,43.27,19504,78.49,65.96
"Indonesia","North",2015,"Tap","Chlorination",8.15,6.6,2803,41.73,434,45.5,91998,27.34,85.12
"India","North",2023,"Spring","Boiling",5.34,7.24,888,54.26,85,55.79,71262,78.8,27.95
"Mexico","North",2002,"Pond","None",1.41,8.36,3528,72.07,47,60.38,5753,71.35,46.81
"Bangladesh","South",2021,"Tap","Filtration",0.26,7.11,1196,58.32,497,59.87,9226,60.21,29.82
"Brazil","South",2003,"Tap","Filtration",7.97,7.65,4540,34.58,489,5.38,59452,3.88,44.84
"Mexico","Central",2010,"Well","None",6,7.72,2169,96.34,316,82.25,89615,77.45,86.42
"Brazil","North",2022,"Spring","Filtration",7.11,8.18,3568,53.65,352,21.1,87052,13.24,22.79
"India","East",2013,"Pond","Chlorination",3.04,6.08,2231,61.2,423,30.65,60758,96.2,71.78
"Ethiopia","Central",2002,"River","None",5.09,7.01,1843,41.73,386,19,40500,8.15,24.79
"Mexico","North",2015,"River","Filtration",7.47,7.96,3651,90.57,413,77.17,46773,72.03,54.12
"Indonesia","North",2021,"Tap","Chlorination",4.63,8.04,3876,50.4,239,59.2,97986,36.04,57.92
"India","South",2014,"Tap","Filtration",6.01,8.32,2718,31.39,151,76.02,48926,73.57,52.12
"Nigeria","Central",2009,"Lake","Chlorination",7.9,7.76,48,52.15,450,66.03,30235,51.9,70.99
"USA","North",2008,"Spring","Boiling",2.15,6.61,180,98.88,257,12.21,66058,62.95,97.89
"Mexico","North",2010,"Pond","Chlorination",0.66,7.26,3878,40.28,43,31.55,42148,7.54,41.38
"Indonesia","Central",2015,"Tap","Filtration",5.32,6.08,1417,32.18,167,51.71,33019,96.65,68.78
"Bangladesh","East",2009,"Lake","Chlorination",0.62,7.62,3464,70.47,274,31.88,1786,0.38,48.4
"Nigeria","Central",2016,"Spring","Filtration",7.67,7.39,3419,56.02,190,22.32,69896,94.12,99.96
"Bangladesh","Central",2018,"Pond","None",7.19,7.67,529,85.65,151,87.24,76310,56.83,96.08
"India","East",2001,"River","None",8.82,8.33,4679,81.23,49,75.28,11226,25.83,27.47
"USA","Central",2023,"Lake","Boiling",6.4,7.72,1286,42.98,275,35.83,62040,63.77,97.89
"Mexico","North",2022,"Spring","Chlorination",0.67,6.8,2190,69.52,312,76.97,95318,67.29,79.06
"Mexico","Central",2001,"Lake","Boiling",2.53,6.5,706,32.27,494,63.5,95813,73.03,99.39
"Ethiopia","East",2005,"Tap","None",8.08,8.14,3217,60.76,368,2.37,26416,1.64,81.68
"Ethiopia","West",2018,"Well","Chlorination",1.67,6.49,293,79.98,305,39.27,80326,98.28,30.31
"India","Central",2007,"River","Chlorination",6.98,6.4,1561,59.05,94,30.47,2877,61.79,80.04
"India","South",2002,"Tap","Boiling",7.8,6.52,4517,38.26,241,23.36,25271,37.75,78.13
"USA","North",2013,"Tap","Boiling",3.3,7.27,2611,34.31,104,26.66,93073,57.07,33.34
"Ethiopia","North",2024,"Spring","Chlorination",3.22,6.31,660,89.76,441,94.35,49504,17.84,80.25
"Indonesia","South",2015,"Lake","Chlorination",5.58,8.35,3178,92.39,414,49.66,55280,24.73,73.98
"Indonesia","South",2000,"River","Chlorination",8.61,8.42,3389,54.02,420,85.08,75732,8.58,99.56
"USA","Central",2020,"Tap","Boiling",2.24,8.43,2106,41.49,362,22.99,51767,87.92,69.5
"Indonesia","South",2002,"Spring","Filtration",9.41,6.1,3063,98.5,348,19.09,22302,25.16,53.17
"Pakistan","West",2021,"River","None",5.99,8.37,2840,68.21,259,89.1,85338,73.97,96.31
"Brazil","East",2017,"Lake","None",9.92,8.49,3496,63.37,441,50.58,45484,27.42,70.23
"USA","South",2008,"Tap","Boiling",0.9,8.36,2578,81.91,137,89.72,25946,14.6,47.89
"USA","South",2005,"Pond","Chlorination",1.27,7.68,2051,41.82,318,8.18,31360,10.81,21.68
"China","West",2022,"Tap","None",8.27,7.75,2409,70.6,419,91.81,90796,86.02,80.53
"Nigeria","North",2020,"Tap","None",8.65,6.31,2953,92.31,182,42.71,75917,11.97,29.56
"Nigeria","North",2024,"River","None",4.45,8.19,368,31.61,482,17.23,83632,8.71,93.89
"Pakistan","Central",2000,"River","None",7.14,6.15,538,77.11,56,68.97,12337,0.94,96.91
"Ethiopia","West",2020,"River","Chlorination",8.68,6.79,2927,68.6,239,80.1,62982,36.64,38.91
"India","East",2009,"River","Boiling",0.43,8.48,2393,96.56,468,6.64,39492,94.27,29.02
"India","East",2005,"Spring","Chlorination",5.74,7.06,730,48.11,426,98.75,9189,90.86,67.63
"Bangladesh","West",2022,"Well","Chlorination",8.53,6.33,896,90.12,104,70.31,2065,11.51,37.1
"Pakistan","East",2011,"Spring","None",3.98,8.42,4659,51.63,64,33.5,25293,1.25,63.35
"USA","North",2003,"Tap","None",3.02,8.46,2368,60.09,489,16.83,5120,75.1,53.14
"Pakistan","East",2012,"Spring","Chlorination",7.96,6.47,4559,44.93,139,40.47,65700,30.65,83.36
"Pakistan","East",2016,"Lake","Chlorination",3.36,8.16,2680,90.45,61,23.62,26437,83.47,99.99
"Pakistan","West",2007,"Pond","Chlorination",0.03,6.98,2380,43.68,151,50.43,83925,21.54,56.54
"Nigeria","West",2019,"River","Filtration",9.6,6.95,14,90.13,129,78.63,88742,49.22,74.8
"Pakistan","East",2002,"Lake","None",5.92,6.66,3128,61.89,430,66.69,59900,3.29,47.34
"Brazil","South",2011,"Pond","Boiling",8.2,6.11,1353,88.46,125,44.72,45777,89.47,89
"India","West",2006,"Lake","Boiling",8.25,6.67,3135,48.51,439,13.66,25872,17.8,22.96
"Bangladesh","Central",2011,"Tap","Boiling",0.66,6.13,2277,39.29,211,95.8,5456,29.47,59.48
"Brazil","Central",2001,"River","Filtration",1.71,8.31,10,68.85,399,28.5,61894,47.97,34.14
"Bangladesh","North",2023,"Lake","Filtration",3.11,7.65,1656,65.66,161,29.23,12411,27.13,34.15
"China","East",2013,"Tap","Boiling",3.21,8.22,1247,54.96,204,65.26,81732,4.02,62.64
"Bangladesh","South",2021,"River","Boiling",6.59,7.79,1660,76.4,401,77.51,51903,2.91,44.62
"India","North",2022,"Well","Boiling",6.23,6.33,1763,36.66,28,98.45,7170,95.52,56.72
"India","East",2004,"Tap","Chlorination",4.95,8.35,541,73.54,181,96.98,60344,32.55,44.45
"Pakistan","West",2008,"Spring","None",2.11,8.25,1529,44.82,50,91.55,63637,33.44,56.41
"Mexico","Central",2020,"River","Filtration",3.82,6.87,1180,39.03,234,44.66,98727,92.29,42.87
"China","South",2010,"Lake","Filtration",5.44,6.28,2688,93.67,13,18.33,23973,83.62,84.28
"USA","Central",2004,"Pond","Chlorination",4.68,7.76,2617,62.19,349,59.28,47798,68.69,64.63
"Indonesia","West",2002,"Lake","Filtration",1.27,7.82,2754,83.44,57,3.69,21845,65.85,32.91
"Bangladesh","East",2016,"Spring","Boiling",6.5,8.24,928,36.24,418,21.23,26108,80.11,20.68
"Mexico","West",2001,"Spring","Filtration",0.73,6.13,1426,34.02,136,2.25,45304,16.89,21.4
"Pakistan","West",2023,"Lake","Chlorination",3.78,6.35,3659,64.64,127,19.69,10786,66.43,53.74
"Nigeria","Central",2000,"Pond","None",7.1,7.5,2233,52.09,36,48.53,79136,9.84,45.13
"USA","South",2006,"River","Boiling",0.2,7.55,3909,30.34,493,40.55,17372,12.65,40.97
"Ethiopia","West",2013,"Tap","Filtration",5.7,6.08,4990,42.83,358,38.19,42805,24.28,69.83
"Mexico","Central",2004,"Spring","Boiling",3.35,6.99,2061,45.31,267,83.43,42250,70.98,85.06
"Nigeria","South",2018,"Spring","None",0.09,7.46,4097,50.2,84,68.15,89685,89.25,25.07
"China","East",2010,"Spring","Filtration",1.9,7.84,2563,91.43,209,93.77,44976,69.08,28.8
"Pakistan","East",2022,"Pond","Boiling",9.41,6.79,2803,59.44,138,45.64,45648,41.66,49.5
"USA","North",2024,"Well","Chlorination",5.21,7.21,2293,77.56,26,28.68,92446,51.37,55.32
"USA","Central",2001,"Pond","Chlorination",9.97,8.04,1625,31.29,343,14.02,89142,71.23,51.62
"USA","South",2007,"River","None",5.25,8.38,571,86.97,232,67.86,78461,61.33,71.09
"China","West",2008,"River","None",5.44,6.58,4531,46.82,170,84.49,94067,52.95,26.98
"Bangladesh","East",2002,"River","None",3.92,6.63,2400,51.63,177,20.01,54059,23.68,59.58
"Ethiopia","South",2001,"River","Filtration",3.1,8.35,1711,33.17,353,88.12,72469,61.7,84.94
"China","Central",2006,"River","None",2.52,6.99,382,58.68,19,53.58,80436,1.87,94.28
"Indonesia","North",2004,"Lake","Filtration",3.43,7.8,1083,89.68,396,16.12,73977,56.01,64.83
"Ethiopia","East",2020,"Spring","Boiling",4.6,7.53,1949,56.51,302,65,85689,82.07,31.07
"India","South",2004,"Pond","Chlorination",1.92,6.71,2517,93.6,263,52.97,20483,17.98,78.2
"Pakistan","South",2019,"Lake","Boiling",2.25,7.63,4169,90.72,484,4.76,46516,11.42,83.71
"China","South",2012,"Pond","Chlorination",2.72,7.64,3497,34.34,196,41.13,16760,97.02,35.7
"Nigeria","Central",2020,"Well","None",4.49,7.48,3314,51.37,326,78.91,88076,84.35,74.2
"Ethiopia","Central",2019,"Tap","Boiling",6.53,6.25,4930,93.73,63,56.43,34541,30.2,94.44
"Indonesia","Central",2005,"Spring","Boiling",8.56,8.49,2675,32.09,43,29.64,66574,20.86,77.51
"India","West",2019,"Well","None",2.87,7,3394,83.61,243,93.01,45213,33.4,53.25
"Bangladesh","South",2017,"Lake","Boiling",1.84,7.6,1203,93.45,11,25.3,70248,43.12,55.42
"Nigeria","East",2024,"Tap","Filtration",3.79,8.21,773,83.93,360,26.77,85359,82.11,26.36
"Ethiopia","Central",2001,"Well","Chlorination",8.94,7.06,3056,82.07,259,36.75,27690,23.92,62.09
"Pakistan","Central",2024,"Pond","None",0.1,7.93,2313,89.03,295,89.66,99289,72.08,84.21
"Nigeria","South",2005,"Tap","Filtration",6.78,8.43,2597,76.61,402,51.75,18270,92.93,98.28
"India","Central",2008,"Pond","Filtration",4.77,6.9,1403,59.62,437,68.85,50701,37.95,51.94
"Nigeria","West",2024,"Well","None",1.61,7.01,4172,34.39,256,97.67,99587,2.6,54.83
"Brazil","West",2002,"Lake","Boiling",3.21,8.26,3061,85.16,374,78.76,11751,82.76,24.38
"Mexico","Central",2000,"Pond","Chlorination",2.25,6.4,3325,93.37,234,18.91,90189,70.84,82.01
"Bangladesh","South",2000,"Tap","Filtration",8.78,6.07,1403,65.81,246,79.26,88032,14.91,77.33
